id,Longitude,Latitude,Altitude,VelocityX,VelocityY,VelocityZ,Wifi1,Wifi2,Wifi3,Wifi4,Wifi5,Wifi6,Wifi7,Wifi8,DroneHeading,Battery,Voltage,Current,Date,Method
894,151.228315763732,-33.9315675950391,10.6999998092651,0.0,0.0,0.0,-98,-90,-94,-90,-99,-98,-102,-108,-0.6,54,14822,-10912,"2016-09-16 10:37:50.867","yaw 5ms 20 final"
895,151.228315798488,-33.9315676198609,10.6999998092651,0.0,0.0,0.0,-98,-90,-94,-90,-99,-98,-102,-108,-0.6,54,14822,-10912,"2016-09-16 10:37:50.962","yaw 5ms 20 final"
896,151.228315735208,-33.9315675678459,10.6999998092651,0.0,0.0,0.0,-98,-90,-94,-90,-99,-98,-102,-108,-0.7,54,14822,-10912,"2016-09-16 10:37:51.053","yaw 5ms 20 final"
897,151.228315771418,-33.9315675241181,10.6999998092651,0.0,0.0,0.0,-98,-90,-94,-90,-99,-98,-102,-108,-0.7,54,14822,-10912,"2016-09-16 10:37:51.154","yaw 5ms 20 final"
898,151.228315817999,-33.9315675133194,10.6999998092651,0.0,0.0,0.0,-98,-90,-94,-90,-99,-98,-102,-108,-0.8,54,14822,-10912,"2016-09-16 10:37:51.253","yaw 5ms 20 final"
899,151.228315878088,-33.9315673767112,10.6999998092651,0.100000001490116,0.0,0.0,-98,-90,-94,-90,-99,-98,-102,-108,-0.7,54,14822,-10912,"2016-09-16 10:37:51.353","yaw 5ms 20 final"
900,151.2283158399,-33.9315673364562,10.6999998092651,0.100000001490116,0.0,0.0,-98,-90,-94,-90,-99,-98,-102,-108,-0.6,54,14822,-10912,"2016-09-16 10:37:51.466","yaw 5ms 20 final"
901,151.228315869715,-33.931567235235,10.6999998092651,0.100000001490116,0.0,0.0,-98,-90,-94,-90,-99,-98,-102,-108,-0.5,54,14813,-11265,"2016-09-16 10:37:51.553","yaw 5ms 20 final"
902,151.228315847201,-33.9315671934035,10.6999998092651,0.100000001490116,0.0,0.0,-98,-90,-94,-90,-99,-98,-102,-108,-0.5,54,14813,-11265,"2016-09-16 10:37:51.654","yaw 5ms 20 final"
903,151.228315835829,-33.9315669670342,10.6999998092651,0.100000001490116,0.0,0.0,-97,-94,-101,-100,-100,-100,-102,-108,-0.7,54,14813,-11265,"2016-09-16 10:37:51.755","yaw 5ms 20 final"
904,151.22831589281,-33.9315668875651,10.6999998092651,0.100000001490116,0.0,0.0,-97,-94,-101,-100,-100,-100,-102,-108,-0.7,54,14813,-11265,"2016-09-16 10:37:51.854","yaw 5ms 20 final"
905,151.228315893266,-33.9315667216091,10.6999998092651,0.100000001490116,0.0,0.0,-97,-94,-101,-100,-100,-100,-102,-108,-0.8,54,14813,-11265,"2016-09-16 10:37:51.967","yaw 5ms 20 final"
906,151.22831589349,-33.9315666167615,10.6999998092651,0.100000001490116,0.0,0.0,-97,-94,-101,-100,-100,-100,-102,-108,-0.8,54,14813,-11265,"2016-09-16 10:37:52.055","yaw 5ms 20 final"
907,151.228316005237,-33.9315666960749,10.6999998092651,0.100000001490116,0.0,0.0,-97,-94,-101,-100,-100,-100,-102,-108,-0.8,54,14813,-11265,"2016-09-16 10:37:52.156","yaw 5ms 20 final"
908,151.22831598883,-33.9315665924759,10.6999998092651,0.100000001490116,0.0,0.0,-97,-94,-101,-100,-100,-100,-102,-108,-0.9,54,14813,-11265,"2016-09-16 10:37:52.256","yaw 5ms 20 final"
909,151.228315959723,-33.9315664765104,10.6999998092651,0.100000001490116,0.0,0.0,-97,-94,-101,-100,-100,-100,-102,-108,-0.8,54,14813,-11265,"2016-09-16 10:37:52.356","yaw 5ms 20 final"
910,151.228315954487,-33.9315664401896,10.6999998092651,0.100000001490116,0.0,0.0,-97,-94,-101,-100,-100,-100,-102,-108,-0.8,54,14813,-11265,"2016-09-16 10:37:52.456","yaw 5ms 20 final"
911,151.228315919405,-33.9315663826713,10.8000001907349,0.100000001490116,0.0,0.0,-97,-94,-101,-100,-100,-100,-102,-108,-0.7,54,14832,-11016,"2016-09-16 10:37:52.556","yaw 5ms 20 final"
912,151.228317790784,-33.9315671844448,10.8000001907349,0.0,0.0,0.0,-89,-86,-99,-93,-102,-99,-102,-108,-0.9,54,14817,-11027,"2016-09-16 10:37:54.881","yaw 5ms 20 final"
913,151.228317920652,-33.9315672147417,10.8000001907349,0.0,0.0,0.0,-89,-86,-99,-93,-102,-99,-102,-108,-0.8,54,14817,-11027,"2016-09-16 10:37:54.989","yaw 5ms 20 final"
914,151.228317858499,-33.9315671835305,10.8000001907349,0.0,0.0,0.0,-89,-86,-99,-93,-102,-99,-102,-108,-0.8,54,14817,-11027,"2016-09-16 10:37:55.073","yaw 5ms 20 final"
915,151.228317912143,-33.9315670612164,10.6999998092651,0.0,0.0,0.0,-89,-86,-99,-93,-102,-99,-102,-108,-0.8,54,14817,-11027,"2016-09-16 10:37:55.181","yaw 5ms 20 final"
916,151.228317997504,-33.9315670446828,10.6999998092651,0.0,0.0,0.0,-89,-86,-99,-93,-102,-99,-102,-108,-0.9,54,14817,-11027,"2016-09-16 10:37:55.274","yaw 5ms 20 final"
917,151.228318055889,-33.931567043252,10.6999998092651,0.0,0.0,0.0,-89,-86,-99,-93,-102,-99,-102,-108,-0.9,54,14817,-11027,"2016-09-16 10:37:55.376","yaw 5ms 20 final"
918,151.228318007523,-33.9315670461076,10.8000001907349,0.0,0.0,0.0,-89,-86,-99,-93,-102,-99,-102,-108,-0.9,54,14817,-11027,"2016-09-16 10:37:55.476","yaw 5ms 20 final"
919,151.228318133499,-33.9315668115357,10.6999998092651,0.0,0.0,0.0,-89,-86,-99,-93,-102,-99,-102,-108,-0.9,54,14813,-11004,"2016-09-16 10:37:55.576","yaw 5ms 20 final"
920,151.228318089816,-33.931566808388,10.6999998092651,0.0,0.0,0.0,-89,-86,-99,-93,-102,-99,-102,-108,-0.9,54,14813,-11004,"2016-09-16 10:37:55.683","yaw 5ms 20 final"
921,151.2283180515,-33.9315667003724,10.6999998092651,0.0,0.0,0.0,-97,-94,-100,-101,-100,-98,-90,-108,-1.0,54,14813,-11004,"2016-09-16 10:37:55.784","yaw 5ms 20 final"
922,151.228318053899,-33.9315666549612,10.6999998092651,0.0,0.0,0.0,-97,-94,-100,-101,-100,-98,-90,-108,-1.1,54,14813,-11004,"2016-09-16 10:37:55.876","yaw 5ms 20 final"
923,151.228318005863,-33.9315664388325,10.6999998092651,0.0,0.0,0.0,-97,-94,-100,-101,-100,-98,-90,-108,-1.0,54,14813,-11004,"2016-09-16 10:37:55.984","yaw 5ms 20 final"
924,151.228317955648,-33.9315664267868,10.6999998092651,0.0,0.0,0.0,-97,-94,-100,-101,-100,-98,-90,-108,-1.0,54,14813,-11004,"2016-09-16 10:37:56.077","yaw 5ms 20 final"
925,151.228317904949,-33.9315663218824,10.6999998092651,0.0,0.0,0.0,-97,-94,-100,-101,-100,-98,-90,-108,-1.0,54,14813,-11004,"2016-09-16 10:37:56.176","yaw 5ms 20 final"
926,151.228317937598,-33.9315663066766,10.6999998092651,0.0,0.0,0.0,-97,-94,-100,-101,-100,-98,-90,-108,-1.1,54,14813,-11004,"2016-09-16 10:37:56.277","yaw 5ms 20 final"
927,151.228317745373,-33.93156604204,10.6999998092651,0.0,0.0,0.0,-97,-94,-100,-101,-100,-98,-90,-108,-1.1,54,14813,-11004,"2016-09-16 10:37:56.377","yaw 5ms 20 final"
928,151.228317642378,-33.9315659759059,10.6999998092651,0.0,0.0,0.0,-97,-94,-100,-101,-100,-98,-90,-108,-1.1,54,14813,-11004,"2016-09-16 10:37:56.485","yaw 5ms 20 final"
929,151.228317783592,-33.931565916641,10.6999998092651,0.0,0.0,0.0,-97,-94,-100,-101,-100,-98,-90,-108,-1.1,53,14807,-11099,"2016-09-16 10:37:56.577","yaw 5ms 20 final"
930,151.228317712264,-33.9315658771335,10.8000001907349,0.0,0.0,0.0,-97,-94,-100,-101,-100,-98,-90,-108,-1.1,53,14807,-11099,"2016-09-16 10:37:56.677","yaw 5ms 20 final"
931,151.228317671991,-33.9315658713849,10.8000001907349,0.0,0.0,0.0,-99,-93,-98,-101,-100,-101,-102,-108,-1.1,53,14807,-11099,"2016-09-16 10:37:56.777","yaw 5ms 20 final"
932,151.228317764483,-33.931565887842,10.8000001907349,0.0,0.0,0.0,-99,-93,-98,-101,-100,-101,-102,-108,-1.1,53,14807,-11099,"2016-09-16 10:37:56.877","yaw 5ms 20 final"
933,151.228317649605,-33.9315658103273,10.8000001907349,0.0,0.0,0.0,-99,-93,-98,-101,-100,-101,-102,-108,-1.0,53,14807,-11099,"2016-09-16 10:37:56.989","yaw 5ms 20 final"
934,151.22831763561,-33.9315658274357,10.8000001907349,0.0,0.0,0.0,-99,-93,-98,-101,-100,-101,-102,-108,-0.9,53,14807,-11099,"2016-09-16 10:37:57.080","yaw 5ms 20 final"
935,151.22831769492,-33.9315657415475,10.8000001907349,0.0,0.0,0.0,-99,-93,-98,-101,-100,-101,-102,-108,-0.8,53,14807,-11099,"2016-09-16 10:37:57.189","yaw 5ms 20 final"
936,151.228317686535,-33.9315657546973,10.8000001907349,0.0,0.0,0.0,-99,-93,-98,-101,-100,-101,-102,-108,-0.8,53,14807,-11099,"2016-09-16 10:37:57.279","yaw 5ms 20 final"
937,151.228317672491,-33.9315657693586,10.8000001907349,0.0,0.0,0.0,-99,-93,-98,-101,-100,-101,-102,-108,-0.7,53,14807,-11099,"2016-09-16 10:37:57.393","yaw 5ms 20 final"
938,151.228317710653,-33.9315658006008,10.8000001907349,0.0,0.0,0.0,-99,-93,-98,-101,-100,-101,-102,-108,-0.7,53,14807,-11099,"2016-09-16 10:37:57.489","yaw 5ms 20 final"
939,151.228317673192,-33.9315658058573,10.8000001907349,0.0,0.0,0.0,-99,-93,-98,-101,-100,-101,-102,-108,-0.8,53,14815,-11037,"2016-09-16 10:37:57.580","yaw 5ms 20 final"
940,151.228317630231,-33.9315658065471,10.8000001907349,0.0,0.0,0.0,-99,-93,-98,-101,-100,-101,-102,-108,-0.9,53,14815,-11037,"2016-09-16 10:37:57.680","yaw 5ms 20 final"
941,151.228317535868,-33.9315658187053,10.8000001907349,0.0,0.0,0.0,-98,-94,-100,-101,-101,-101,-102,-108,-0.8,53,14815,-11037,"2016-09-16 10:37:57.780","yaw 5ms 20 final"
942,151.228317704073,-33.9315658081024,10.8000001907349,0.0,0.200000002980232,0.0,-98,-94,-100,-101,-101,-101,-102,-108,-0.6,53,14815,-11037,"2016-09-16 10:37:57.882","yaw 5ms 20 final"
943,151.228317704073,-33.9315658081024,10.8000001907349,0.0,0.200000002980232,0.0,-98,-94,-100,-101,-101,-101,-102,-108,-0.6,53,14815,-11037,"2016-09-16 10:37:57.982","yaw 5ms 20 final"
944,151.228319100079,-33.9315657623207,10.8000001907349,0.0,1.0,0.100000001490116,-98,-94,-100,-101,-101,-101,-102,-108,-1.1,53,14815,-11037,"2016-09-16 10:37:58.081","yaw 5ms 20 final"
945,151.228320343524,-33.9315657886788,10.6999998092651,0.0,1.60000002384186,0.200000002980232,-98,-94,-100,-101,-101,-101,-102,-108,-1.0,53,14815,-11037,"2016-09-16 10:37:58.182","yaw 5ms 20 final"
946,151.228322463928,-33.9315656872374,10.6999998092651,0.100000001490116,2.20000004768372,0.100000001490116,-98,-94,-100,-101,-101,-101,-102,-108,-0.7,53,14815,-11037,"2016-09-16 10:37:58.292","yaw 5ms 20 final"
947,151.228325200093,-33.9315654774856,10.6999998092651,0.100000001490116,2.70000004768372,0.200000002980232,-98,-94,-100,-101,-101,-101,-102,-108,-0.6,53,14815,-11037,"2016-09-16 10:37:58.383","yaw 5ms 20 final"
948,151.228328477907,-33.9315653231173,10.6999998092651,0.100000001490116,3.20000004768372,0.200000002980232,-98,-94,-100,-101,-101,-101,-102,-108,-0.3,53,14815,-11037,"2016-09-16 10:37:58.483","yaw 5ms 20 final"
949,151.228332639478,-33.9315652538538,10.6000003814697,0.100000001490116,3.59999990463257,0.200000002980232,-98,-94,-100,-101,-101,-101,-102,-108,-0.3,53,14815,-10760,"2016-09-16 10:37:58.595","yaw 5ms 20 final"
950,151.228336269693,-33.9315651589406,10.6000003814697,0.100000001490116,4.0,0.100000001490116,-98,-94,-100,-101,-101,-101,-102,-108,-0.6,53,14815,-10760,"2016-09-16 10:37:58.685","yaw 5ms 20 final"
951,151.228341601204,-33.9315650790806,10.6000003814697,0.0,4.19999980926514,0.100000001490116,-87,-97,-94,-101,-100,-90,-102,-108,-1.1,53,14815,-10760,"2016-09-16 10:37:58.783","yaw 5ms 20 final"
952,151.228346439134,-33.931565011967,10.6000003814697,0.0,4.5,0.200000002980232,-87,-97,-94,-101,-100,-90,-102,-108,-1.5,53,14815,-10760,"2016-09-16 10:37:58.884","yaw 5ms 20 final"
953,151.22835198923,-33.9315650454988,10.5,0.0,4.59999990463257,0.200000002980232,-87,-97,-94,-101,-100,-90,-102,-108,-1.8,53,14815,-10760,"2016-09-16 10:37:58.984","yaw 5ms 20 final"
954,151.228357091098,-33.9315649978719,10.5,0.0,4.69999980926514,0.200000002980232,-87,-97,-94,-101,-100,-90,-102,-108,-1.9,53,14815,-10760,"2016-09-16 10:37:59.089","yaw 5ms 20 final"
955,151.228363311048,-33.9315649956942,10.5,0.0,4.69999980926514,0.100000001490116,-87,-97,-94,-101,-100,-90,-102,-108,-1.9,53,14815,-10760,"2016-09-16 10:37:59.184","yaw 5ms 20 final"
956,151.228368514383,-33.9315649266372,10.5,0.0,4.69999980926514,0.100000001490116,-87,-97,-94,-101,-100,-90,-102,-108,-1.8,53,14815,-10760,"2016-09-16 10:37:59.284","yaw 5ms 20 final"
957,151.22837476628,-33.9315649902726,10.5,0.0,4.80000019073486,0.100000001490116,-87,-97,-94,-101,-100,-90,-102,-108,-1.7,53,14815,-10760,"2016-09-16 10:37:59.384","yaw 5ms 20 final"
958,151.228380001641,-33.9315649160178,10.3999996185303,0.0,4.69999980926514,0.100000001490116,-87,-97,-94,-101,-100,-90,-102,-108,-1.5,53,14815,-10760,"2016-09-16 10:37:59.485","yaw 5ms 20 final"
959,151.228385945451,-33.9315648451659,10.3999996185303,0.0,4.80000019073486,0.100000001490116,-87,-97,-94,-101,-100,-90,-102,-108,-1.4,53,14744,-12347,"2016-09-16 10:37:59.585","yaw 5ms 20 final"
960,151.228391769392,-33.9315648113581,10.3999996185303,0.0,4.80000019073486,0.100000001490116,-87,-97,-94,-101,-100,-90,-102,-108,-1.3,53,14744,-12347,"2016-09-16 10:37:59.687","yaw 5ms 20 final"
961,151.228397499396,-33.9315648314396,10.3999996185303,0.0,4.80000019073486,0.100000001490116,-97,-97,-99,-100,-98,-101,-103,-108,-0.1,53,14744,-12347,"2016-09-16 10:37:59.785","yaw 5ms 20 final"
962,151.228402730383,-33.9315647516346,10.3000001907349,0.0,4.69999980926514,0.100000001490116,-97,-97,-99,-100,-98,-101,-103,-108,1.3,53,14744,-12347,"2016-09-16 10:37:59.886","yaw 5ms 20 final"
963,151.228408809706,-33.9315647378416,10.3000001907349,0.0,4.80000019073486,0.100000001490116,-97,-97,-99,-100,-98,-101,-103,-108,2.9,53,14744,-12347,"2016-09-16 10:37:59.986","yaw 5ms 20 final"
964,151.228414016507,-33.9315646890194,10.3000001907349,0.0,4.69999980926514,0.100000001490116,-97,-97,-99,-100,-98,-101,-103,-108,4.5,53,14744,-12347,"2016-09-16 10:38:00.087","yaw 5ms 20 final"
965,151.228419205461,-33.93156484668,10.3000001907349,0.0,4.69999980926514,0.100000001490116,-97,-97,-99,-100,-98,-101,-103,-108,6.2,53,14744,-12347,"2016-09-16 10:38:00.187","yaw 5ms 20 final"
966,151.228424761868,-33.9315649880288,10.3000001907349,-0.100000001490116,4.69999980926514,0.100000001490116,-97,-97,-99,-100,-98,-101,-103,-108,7.9,53,14744,-12347,"2016-09-16 10:38:00.287","yaw 5ms 20 final"
967,151.22842995276,-33.9315651975121,10.1999998092651,-0.200000002980232,4.69999980926514,0.100000001490116,-97,-97,-99,-100,-98,-101,-103,-108,9.8,53,14744,-12347,"2016-09-16 10:38:00.387","yaw 5ms 20 final"
968,151.228435080311,-33.9315655236175,10.1999998092651,-0.400000005960464,4.69999980926514,0.100000001490116,-97,-97,-99,-100,-98,-101,-103,-108,11.5,53,14744,-12347,"2016-09-16 10:38:00.487","yaw 5ms 20 final"
969,151.228440198428,-33.9315660603561,10.1999998092651,-0.5,4.59999990463257,0.0,-97,-97,-99,-100,-98,-101,-103,-108,13.4,53,14744,-12347,"2016-09-16 10:38:00.587","yaw 5ms 20 final"
970,151.228445270719,-33.9315666353065,10.1999998092651,-0.699999988079071,4.59999990463257,0.0,-97,-97,-99,-100,-98,-101,-103,-108,15.4,53,14744,-12347,"2016-09-16 10:38:00.688","yaw 5ms 20 final"
971,151.228445270719,-33.9315666353065,10.1999998092651,-0.699999988079071,4.59999990463257,0.0,-98,-97,-100,-100,-102,-100,-102,-108,15.4,53,14744,-12347,"2016-09-16 10:38:00.789","yaw 5ms 20 final"
972,151.2284552007,-33.9315680361691,10.1999998092651,-0.899999976158142,4.59999990463257,0.0,-98,-97,-100,-100,-102,-100,-102,-108,19.1,53,14744,-12347,"2016-09-16 10:38:00.903","yaw 5ms 20 final"
973,151.228460045653,-33.9315692092269,10.1999998092651,-1.10000002384186,4.5,0.0,-98,-97,-100,-100,-102,-100,-102,-108,21.0,53,14744,-12347,"2016-09-16 10:38:00.990","yaw 5ms 20 final"
974,151.22846498995,-33.9315703185761,10.1999998092651,-1.29999995231628,4.5,0.0,-98,-97,-100,-100,-102,-100,-102,-108,22.9,53,14744,-12347,"2016-09-16 10:38:01.092","yaw 5ms 20 final"
975,151.228469741122,-33.9315716307602,10.1999998092651,-1.39999997615814,4.40000009536743,0.100000001490116,-98,-97,-100,-100,-102,-100,-102,-108,24.8,53,14744,-12347,"2016-09-16 10:38:01.189","yaw 5ms 20 final"
976,151.228474585124,-33.9315730145272,10.1999998092651,-1.60000002384186,4.40000009536743,0.0,-98,-97,-100,-100,-102,-100,-102,-108,26.7,53,14744,-12347,"2016-09-16 10:38:01.290","yaw 5ms 20 final"
977,151.228479305977,-33.9315747935547,10.1999998092651,-1.70000004768372,4.30000019073486,0.0,-98,-97,-100,-100,-102,-100,-102,-108,28.7,53,14744,-12347,"2016-09-16 10:38:01.390","yaw 5ms 20 final"
978,151.228484002398,-33.9315763337448,10.1999998092651,-1.89999997615814,4.30000019073486,0.0,-98,-97,-100,-100,-102,-100,-102,-108,30.5,53,14744,-12347,"2016-09-16 10:38:01.491","yaw 5ms 20 final"
979,151.228488568308,-33.9315783228041,10.1999998092651,-2.0,4.19999980926514,0.0,-98,-97,-100,-100,-102,-100,-102,-108,32.4,53,14794,-11437,"2016-09-16 10:38:01.590","yaw 5ms 20 final"
980,151.228493177542,-33.9315802399598,10.1999998092651,-2.09999990463257,4.19999980926514,0.0,-98,-97,-100,-100,-102,-100,-102,-108,34.4,53,14794,-11437,"2016-09-16 10:38:01.690","yaw 5ms 20 final"
981,151.228497570461,-33.9315824337563,10.1999998092651,-2.29999995231628,4.09999990463257,0.0,-98,-97,-99,-98,-97,-102,-102,-108,36.3,53,14794,-11437,"2016-09-16 10:38:01.791","yaw 5ms 20 final"
982,151.2285020262,-33.9315846061757,10.1999998092651,-2.40000009536743,4.0,0.0,-98,-97,-99,-98,-97,-102,-102,-108,38.2,53,14794,-11437,"2016-09-16 10:38:01.892","yaw 5ms 20 final"
983,151.228506283858,-33.9315871045337,10.1999998092651,-2.59999990463257,3.90000009536743,0.0,-98,-97,-99,-98,-97,-102,-102,-108,40.0,53,14794,-11437,"2016-09-16 10:38:01.992","yaw 5ms 20 final"
984,151.228510564682,-33.9315894525494,10.1999998092651,-2.70000004768372,3.79999995231628,0.0,-98,-97,-99,-98,-97,-102,-102,-108,41.9,53,14794,-11437,"2016-09-16 10:38:02.108","yaw 5ms 20 final"
985,151.228510564682,-33.9315894525494,10.1999998092651,-2.70000004768372,3.79999995231628,0.0,-98,-97,-99,-98,-97,-102,-102,-108,41.9,53,14794,-11437,"2016-09-16 10:38:02.194","yaw 5ms 20 final"
986,151.228518691686,-33.9315949379853,10.1999998092651,-3.0,3.70000004768372,0.0,-98,-97,-99,-98,-97,-102,-102,-108,45.7,53,14794,-11437,"2016-09-16 10:38:02.292","yaw 5ms 20 final"
987,151.228522536442,-33.9315978727027,10.1000003814697,-3.09999990463257,3.59999990463257,0.100000001490116,-98,-97,-99,-98,-97,-102,-102,-108,47.5,53,14794,-11437,"2016-09-16 10:38:02.393","yaw 5ms 20 final"
988,151.228526445858,-33.9316006820016,10.1999998092651,-3.20000004768372,3.5,0.0,-98,-97,-99,-98,-97,-102,-102,-108,49.3,53,14794,-11437,"2016-09-16 10:38:02.494","yaw 5ms 20 final"
989,151.228530046408,-33.9316037462132,10.1999998092651,-3.29999995231628,3.40000009536743,0.0,-98,-97,-99,-98,-97,-102,-102,-108,51.2,53,14794,-11437,"2016-09-16 10:38:02.609","yaw 5ms 20 final"
990,151.228533706781,-33.9316068430406,10.1000003814697,-3.40000009536743,3.29999995231628,0.0,-98,-97,-99,-98,-97,-102,-102,-108,53.0,53,14794,-11437,"2016-09-16 10:38:02.693","yaw 5ms 20 final"
991,151.228537097962,-33.9316100449714,10.1000003814697,-3.5,3.20000004768372,0.0,-99,-96,-91,-101,-101,-98,-102,-108,54.8,53,14794,-11437,"2016-09-16 10:38:02.793","yaw 5ms 20 final"
992,151.22854052436,-33.9316133358576,10.1000003814697,-3.70000004768372,3.09999990463257,0.0,-99,-96,-91,-101,-101,-98,-102,-108,56.6,53,14794,-11437,"2016-09-16 10:38:02.893","yaw 5ms 20 final"
993,151.228543661112,-33.9316168032545,10.1000003814697,-3.70000004768372,2.90000009536743,0.0,-99,-96,-91,-101,-101,-98,-102,-108,58.4,53,14794,-11437,"2016-09-16 10:38:02.994","yaw 5ms 20 final"
994,151.228549712349,-33.9316237412142,10.1000003814697,-3.90000009536743,2.70000004768372,0.0,-99,-96,-91,-101,-101,-98,-102,-108,61.9,53,14794,-11437,"2016-09-16 10:38:03.129","yaw 5ms 20 final"
995,151.228549712349,-33.9316237412142,10.1000003814697,-3.90000009536743,2.70000004768372,0.0,-99,-96,-91,-101,-101,-98,-102,-108,61.9,53,14794,-11437,"2016-09-16 10:38:03.194","yaw 5ms 20 final"
996,151.228552633627,-33.9316273678365,10.1000003814697,-4.0,2.59999990463257,0.0,-99,-96,-91,-101,-101,-98,-102,-108,63.7,53,14794,-11437,"2016-09-16 10:38:03.295","yaw 5ms 20 final"
997,151.228555321732,-33.9316310536602,10.1000003814697,-4.09999990463257,2.5,0.0,-99,-96,-91,-101,-101,-98,-102,-108,65.6,53,14794,-11437,"2016-09-16 10:38:03.397","yaw 5ms 20 final"
998,151.228557972202,-33.9316348335827,10.1000003814697,-4.19999980926514,2.29999995231628,0.0,-99,-96,-91,-101,-101,-98,-102,-108,67.5,53,14794,-11437,"2016-09-16 10:38:03.497","yaw 5ms 20 final"
999,151.228560325919,-33.9316386311333,10.1000003814697,-4.19999980926514,2.20000004768372,0.0,-99,-96,-91,-101,-101,-98,-102,-108,69.3,53,14780,-11513,"2016-09-16 10:38:03.595","yaw 5ms 20 final"
1000,151.228562798957,-33.9316423859804,10.1999998092651,-4.30000019073486,2.09999990463257,0.0,-99,-96,-91,-101,-101,-98,-102,-108,71.0,53,14780,-11513,"2016-09-16 10:38:03.696","yaw 5ms 20 final"
