id,Longitude,Latitude,Altitude,HomeLongitudeINTEGER,HomeLatitudeINTEGER,VelocityX,VelocityY,VelocityZ,Wifi1,Wifi2,Wifi3,Wifi4,Wifi5,Wifi6,Wifi7,Wifi8,DroneHeading,Battery,Voltage,Current,Date,Method
3298,151.227802399718,-33.9314184445872,11.3999996185303,,,0.0,-0.100000001490116,0.0,-72,-101,-100,-100,-99,-95,-103,-108,69.1,95,15874,-9335,"2016-09-07 16:11:15.462","hover Without wind"
3299,151.227802326468,-33.9314183853479,11.3000001907349,,,0.0,-0.100000001490116,0.0,-72,-101,-100,-100,-99,-95,-103,-108,69.0,95,15874,-9335,"2016-09-07 16:11:15.531","hover Without wind"
3300,151.227802136225,-33.9314183890724,11.3000001907349,,,0.0,-0.100000001490116,0.0,-72,-101,-100,-100,-99,-95,-103,-108,69.1,95,15874,-9335,"2016-09-07 16:11:15.632","hover Without wind"
3301,151.227802011973,-33.9314183067413,11.3000001907349,,,0.100000001490116,-0.100000001490116,0.0,-72,-101,-100,-100,-99,-95,-103,-108,69.1,95,15874,-9335,"2016-09-07 16:11:15.730","hover Without wind"
3302,151.227801804808,-33.9314181356644,11.3000001907349,,,0.100000001490116,-0.100000001490116,0.0,-94,-94,-101,-97,-102,-98,-101,-108,69.2,95,15874,-9335,"2016-09-07 16:11:15.832","hover Without wind"
3303,151.22780168474,-33.9314180331955,11.3000001907349,,,0.100000001490116,-0.100000001490116,0.0,-94,-94,-101,-97,-102,-98,-101,-108,69.4,95,15795,-10449,"2016-09-07 16:11:15.931","hover Without wind"
3304,151.227801538674,-33.9314179223541,11.3000001907349,,,0.100000001490116,-0.100000001490116,0.0,-94,-94,-101,-97,-102,-98,-101,-108,69.5,95,15795,-10449,"2016-09-07 16:11:16.031","hover Without wind"
3305,151.227801427997,-33.9314177835811,11.3000001907349,,,0.100000001490116,0.0,0.0,-94,-94,-101,-97,-102,-98,-101,-108,69.6,95,15795,-10449,"2016-09-07 16:11:16.133","hover Without wind"
3306,151.227801318275,-33.9314176545193,11.3000001907349,,,0.100000001490116,0.0,0.0,-94,-94,-101,-97,-102,-98,-101,-108,69.6,95,15795,-10449,"2016-09-07 16:11:16.231","hover Without wind"
3307,151.227801236335,-33.9314175201669,11.3000001907349,,,0.100000001490116,0.0,0.0,-94,-94,-101,-97,-102,-98,-101,-108,69.6,95,15795,-10449,"2016-09-07 16:11:16.331","hover Without wind"
