id,Longitude,Latitude,Altitude,VelocityX,VelocityY,VelocityZ,Wifi1,Wifi2,Wifi3,Wifi4,Wifi5,Wifi6,Wifi7,Wifi8,DroneHeading,Battery,Voltage,Current,Date,Method,Symbol
3192,151.2268759,-33.93124814,10.30000019,-0.100000001,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,08:15.9,,no_icon
3193,151.226876,-33.93124852,10.30000019,-0.100000001,0,0,0,0,0,0,0,0,0,0,4,0,0,0,08:16.0,,no_icon
3194,151.226876,-33.93124852,10.30000019,-0.100000001,0,0,0,0,0,0,0,0,0,0,4,0,0,0,08:16.1,,no_icon
3195,151.2268759,-33.93124862,10.30000019,0,0,0.100000001,0,0,0,0,0,0,0,0,4.3,0,0,0,08:16.2,,no_icon
3196,151.2268759,-33.93124889,10.30000019,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,08:16.3,,no_icon
3197,151.2268759,-33.93124894,10.30000019,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,08:16.4,,no_icon
3198,151.2268759,-33.93124895,10.30000019,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,08:16.5,,no_icon
3199,151.226876,-33.93124897,10.30000019,0,0,0,-101,-95,-88,-101,-100,-92,-102,-108,4.5,0,0,0,08:16.6,,no_icon
3200,151.226876,-33.93124898,10.30000019,0,0,0,-101,-95,-88,-101,-100,-92,-102,-108,5.1,96,15907,-9776,08:16.7,,no_icon
3201,151.226876,-33.93124885,10.30000019,0.100000001,0,0,-101,-95,-88,-101,-100,-92,-102,-108,5.5,96,15907,-9776,08:16.8,,no_icon
3202,151.2268762,-33.9312488,10.30000019,0.100000001,0.100000001,0,-101,-95,-88,-101,-100,-92,-102,-108,5.4,96,15907,-9776,08:16.9,,no_icon
3203,151.2268763,-33.93124872,10.30000019,0.100000001,0.100000001,0,-101,-95,-88,-101,-100,-92,-102,-108,5.1,96,15907,-9776,08:17.0,,no_icon
