id,Longitude,Latitude,Altitude,VelocityX,VelocityY,VelocityZ,Wifi1,Wifi2,Wifi3,Wifi4,Wifi5,Wifi6,Wifi7,Wifi8,DroneHeading,Battery,Voltage,Current,Date,Method
190,151.227503101154,-33.9310155613267,9.89999961853027,-2.40000009536743,4.40000009536743,0.0,-95,-98,-100,-102,-96,-96,-102,-108,99.4,86,15503,-11305,"2016-10-18 14:17:38.953",1.0
191,151.227507748203,-33.9310182442217,9.80000019073486,-2.40000009536743,4.40000009536743,0.0,-95,-98,-100,-102,-96,-96,-102,-108,99.4,86,15503,-11305,"2016-10-18 14:17:39.039",1.0
192,151.227512606365,-33.9310204132755,9.80000019073486,-2.29999995231628,4.40000009536743,0.0,-95,-98,-100,-102,-96,-96,-102,-108,99.4,86,15503,-11305,"2016-10-18 14:17:39.139",1.0
193,151.227517325807,-33.9310225757475,9.80000019073486,-2.09999990463257,4.40000009536743,0.0,-95,-98,-100,-102,-96,-96,-102,-108,99.6,86,15503,-11305,"2016-10-18 14:17:39.239",1.0
194,151.227522152464,-33.9310247109356,9.80000019073486,-1.89999997615814,4.5,0.0,-95,-92,-101,-102,-93,-88,-102,-108,99.8,86,15503,-11305,"2016-10-18 14:17:39.340",1.0
195,151.227527115782,-33.9310262518389,9.80000019073486,-1.5,4.5,0.0,-95,-92,-101,-102,-93,-88,-102,-108,99.8,86,15503,-11305,"2016-10-18 14:17:39.440",1.0
196,151.22753213694,-33.9310274026443,9.89999961853027,-1.0,4.59999990463257,0.0,-95,-92,-101,-102,-93,-88,-102,-108,100.2,86,15561,-10896,"2016-10-18 14:17:39.540",1.0
197,151.227537043451,-33.931028164891,9.80000019073486,-0.5,4.69999980926514,0.0,-95,-92,-101,-102,-93,-88,-102,-108,100.7,86,15561,-10896,"2016-10-18 14:17:39.642",1.0
198,151.227542202636,-33.9310284273486,9.80000019073486,0.0,4.69999980926514,0.0,-95,-92,-101,-102,-93,-88,-102,-108,101.0,86,15561,-10896,"2016-10-18 14:17:39.741",1.0
199,151.227547535336,-33.9310280257437,9.80000019073486,0.100000001490116,4.80000019073486,0.0,-95,-92,-101,-102,-93,-88,-102,-108,101.1,86,15561,-10896,"2016-10-18 14:17:39.841",1.0
